       time        avgz        avgy        avgx        avgG      avgfEz      avgfEy      avgfEx      avgfBx      avgfBy      avgfBz        stdx        stdy        stdz    nemixrms    nemiyrms    nemirrms        stdG        rmax 
 3.290e-09  7.940e-01  1.018e-07  6.377e-08  1.880e+00 -6.918e-01  5.118e-01  1.111e+01 -1.446e-09  3.139e-08  2.030e-14  1.188e-03  1.185e-03  1.031e-01  2.839e-06  2.779e-06  2.809e-06  3.157e-03  3.531e-03 
 3.310e-09  7.991e-01  9.814e-08  5.480e-08  1.880e+00 -6.317e-01  2.335e-01  8.124e-01 -6.596e-10  2.295e-09  5.168e-16  1.190e-03  1.186e-03  1.031e-01  2.846e-06  2.787e-06  2.816e-06  3.175e-03  3.606e-03 
 3.330e-09  8.042e-01  9.453e-08  4.582e-08  1.880e+00 -5.729e-01  2.455e+00 -1.380e+00 -6.935e-09 -3.898e-09 -1.494e-14  1.192e-03  1.189e-03  1.031e-01  2.851e-06  2.794e-06  2.822e-06  3.192e-03  3.680e-03 
 3.350e-09  8.092e-01  9.092e-08  3.684e-08  1.880e+00 -5.145e-01  1.330e+00  5.651e-01 -3.757e-09  1.596e-09 -5.388e-15  1.195e-03  1.191e-03  1.031e-01  2.855e-06  2.799e-06  2.827e-06  3.209e-03  3.755e-03 
 3.370e-09  8.143e-01  8.729e-08  2.788e-08  1.880e+00 -4.603e-01 -6.389e-01  2.898e+00  1.805e-09  8.185e-09  9.118e-15  1.198e-03  1.195e-03  1.031e-01  2.857e-06  2.803e-06  2.830e-06  3.227e-03  3.830e-03 
 3.390e-09  8.194e-01  8.367e-08  1.890e-08  1.880e+00 -4.066e-01 -5.349e-01  1.182e+00  1.511e-09  3.338e-09  5.074e-15  1.202e-03  1.199e-03  1.031e-01  2.857e-06  2.806e-06  2.831e-06  3.244e-03  3.906e-03 
 3.410e-09  8.245e-01  8.006e-08  9.894e-09  1.880e+00 -3.529e-01 -6.838e-01  6.755e-01  1.931e-09  1.908e-09  4.768e-15  1.207e-03  1.203e-03  1.031e-01  2.856e-06  2.806e-06  2.831e-06  3.261e-03  3.982e-03 
 3.430e-09  8.296e-01  7.645e-08  8.883e-10  1.880e+00 -3.017e-01  1.025e+00 -5.582e-01 -2.896e-09 -1.577e-09 -6.211e-15  1.212e-03  1.208e-03  1.031e-01  2.853e-06  2.806e-06  2.829e-06  3.278e-03  4.058e-03 
 3.450e-09  8.346e-01  7.284e-08 -8.077e-09  1.880e+00 -2.517e-01  2.077e+00 -1.083e+01 -5.867e-09 -3.059e-08 -3.250e-14  1.218e-03  1.214e-03  1.031e-01  2.849e-06  2.804e-06  2.826e-06  3.295e-03  4.134e-03 
 3.470e-09  8.397e-01  6.921e-08 -1.693e-08  1.880e+00 -2.019e-01  6.969e+00 -1.155e+01 -1.969e-08 -3.262e-08 -5.761e-14  1.224e-03  1.220e-03  1.031e-01  2.844e-06  2.800e-06  2.822e-06  3.313e-03  4.211e-03 
 3.490e-09  8.448e-01  6.555e-08 -2.573e-08  1.880e+00 -1.517e-01  2.881e-01  1.693e+00 -8.138e-10  4.782e-09  2.144e-15  1.231e-03  1.227e-03  1.031e-01  2.837e-06  2.795e-06  2.816e-06  3.329e-03  4.288e-03 
 3.510e-09  8.499e-01  6.187e-08 -3.453e-08  1.880e+00 -1.072e-01  8.532e+00 -2.057e+00 -2.410e-08 -5.811e-09 -4.552e-14  1.239e-03  1.234e-03  1.031e-01  2.828e-06  2.789e-06  2.809e-06  3.346e-03  4.366e-03 
 3.530e-09  8.549e-01  5.811e-08 -4.331e-08  1.880e+00 -6.343e-02 -3.035e-01 -1.273e+00  8.572e-10 -3.594e-09 -1.261e-15  1.247e-03  1.242e-03  1.031e-01  2.819e-06  2.781e-06  2.800e-06  3.363e-03  4.443e-03 
 3.550e-09  8.600e-01  5.435e-08 -5.209e-08  1.880e+00 -2.070e-02 -6.468e-02  7.438e-01  1.827e-10  2.101e-09  1.906e-15  1.255e-03  1.251e-03  1.031e-01  2.808e-06  2.772e-06  2.790e-06  3.380e-03  4.521e-03 
 3.570e-09  8.651e-01  5.062e-08 -6.088e-08  1.880e+00  1.922e-02  1.358e-01 -5.257e+00 -3.834e-10 -1.485e-08 -1.173e-14  1.264e-03  1.260e-03  1.031e-01  2.796e-06  2.762e-06  2.779e-06  3.397e-03  4.599e-03 
 3.590e-09  8.702e-01  4.689e-08 -6.964e-08  1.880e+00  5.847e-02  8.013e-01 -6.230e-01 -2.263e-09 -1.760e-09 -5.181e-15  1.274e-03  1.269e-03  1.031e-01  2.782e-06  2.750e-06  2.766e-06  3.413e-03  4.678e-03 
 3.610e-09  8.752e-01  4.316e-08 -7.840e-08  1.880e+00  9.667e-02  1.044e+00 -1.186e-01 -2.950e-09 -3.351e-10 -5.251e-15  1.284e-03  1.279e-03  1.031e-01  2.767e-06  2.737e-06  2.752e-06  3.430e-03  4.756e-03 
 3.630e-09  8.803e-01  3.938e-08 -8.719e-08  1.880e+00  1.166e-01  1.489e+00  1.273e+01 -4.205e-09  3.595e-08  2.013e-14  1.295e-03  1.290e-03  1.031e-01  2.751e-06  2.723e-06  2.737e-06  3.446e-03  4.835e-03 
 3.650e-09  8.854e-01  3.549e-08 -9.612e-08  1.880e+00  1.663e-01  2.792e+00  1.349e+01 -7.886e-09  3.811e-08  1.669e-14  1.306e-03  1.301e-03  1.031e-01  2.734e-06  2.708e-06  2.721e-06  3.463e-03  4.914e-03 
 3.670e-09  8.905e-01  3.151e-08 -1.052e-07  1.880e+00  1.911e-01  1.864e+00  1.450e+01 -5.266e-09  4.095e-08  2.351e-14  1.318e-03  1.313e-03  1.031e-01  2.716e-06  2.691e-06  2.704e-06  3.479e-03  4.994e-03 
 3.690e-09  8.956e-01  2.751e-08 -1.144e-07  1.880e+00  2.403e-01  2.296e+00  9.066e-01 -6.485e-09  2.561e-09 -9.485e-15  1.330e-03  1.325e-03  1.031e-01  2.697e-06  2.674e-06  2.685e-06  3.496e-03  5.073e-03 
 3.710e-09  9.006e-01  2.345e-08 -1.236e-07  1.880e+00  2.692e-01  2.961e+00  1.668e+01 -8.364e-09  4.712e-08  2.399e-14  1.343e-03  1.338e-03  1.031e-01  2.677e-06  2.655e-06  2.666e-06  3.512e-03  5.153e-03 
 3.730e-09  9.057e-01  1.929e-08 -1.330e-07  1.880e+00  2.951e-01  1.958e+00  1.493e+01 -5.529e-09  4.217e-08  2.549e-14  1.357e-03  1.351e-03  1.031e-01  2.656e-06  2.635e-06  2.646e-06  3.528e-03  5.233e-03 
 3.750e-09  9.108e-01  1.505e-08 -1.426e-07  1.880e+00  3.003e-01  2.266e+00  1.489e+01 -6.400e-09  4.206e-08  2.481e-14  1.371e-03  1.365e-03  1.031e-01  2.634e-06  2.615e-06  2.624e-06  3.544e-03  5.313e-03 
 3.770e-09  9.159e-01  1.068e-08 -1.524e-07  1.880e+00  3.576e-01  2.009e+00  1.469e+01 -5.675e-09  4.149e-08  2.574e-14  1.385e-03  1.379e-03  1.031e-01  2.611e-06  2.593e-06  2.602e-06  3.560e-03  5.394e-03 
 3.790e-09  9.209e-01  6.284e-09 -1.623e-07  1.880e+00  1.587e+00  1.523e+00  1.261e+01 -4.301e-09  3.562e-08  2.317e-14  1.400e-03  1.394e-03  1.031e-01  2.587e-06  2.571e-06  2.579e-06  3.576e-03  5.475e-03 
 3.810e-09  9.260e-01  1.881e-09 -1.723e-07  1.880e+00 -7.636e-01  1.860e+00  1.144e+00 -5.255e-09  3.231e-09 -7.371e-15  1.415e-03  1.409e-03  1.031e-01  2.562e-06  2.547e-06  2.555e-06  3.593e-03  5.556e-03 
 3.830e-09  9.311e-01 -2.545e-09 -1.824e-07  1.880e+00 -7.131e-01  1.707e+00  8.329e-01 -4.821e-09  2.353e-09 -7.354e-15  1.431e-03  1.425e-03  1.031e-01  2.537e-06  2.523e-06  2.530e-06  3.609e-03  5.637e-03 
 3.850e-09  9.362e-01 -6.986e-09 -1.925e-07  1.880e+00 -6.638e-01  6.869e-01  8.145e-01 -1.940e-09  2.301e-09 -1.747e-15  1.447e-03  1.441e-03  1.031e-01  2.511e-06  2.498e-06  2.505e-06  3.624e-03  5.718e-03 
 3.870e-09  9.412e-01 -1.142e-08 -2.026e-07  1.880e+00  1.613e+00  2.273e+00  2.044e+01 -6.421e-09  5.772e-08  3.896e-14  1.464e-03  1.458e-03  1.031e-01  2.484e-06  2.473e-06  2.479e-06  3.640e-03  5.800e-03 
 3.890e-09  9.463e-01 -1.587e-08 -2.128e-07  1.880e+00 -5.716e-01  8.263e-01  1.668e+01 -2.334e-09  4.712e-08  3.753e-14  1.481e-03  1.475e-03  1.031e-01  2.457e-06  2.447e-06  2.452e-06  3.656e-03  5.882e-03 
 3.910e-09  9.514e-01 -2.033e-08 -2.232e-07  1.880e+00 -6.029e-01  8.495e+00  1.193e+01 -2.399e-08  3.369e-08 -1.846e-14  1.499e-03  1.492e-03  1.031e-01  2.430e-06  2.420e-06  2.425e-06  3.672e-03  5.964e-03 
 3.930e-09  9.565e-01 -2.485e-08 -2.337e-07  1.880e+00 -5.140e-01  1.118e+01  1.539e+01 -3.157e-08  4.348e-08 -2.512e-14  1.517e-03  1.510e-03  1.031e-01  2.402e-06  2.393e-06  2.398e-06  3.687e-03  6.046e-03 
 3.950e-09  9.616e-01 -2.948e-08 -2.444e-07  1.880e+00 -4.737e-01  1.118e+01  1.521e+01 -3.157e-08  4.297e-08 -2.564e-14  1.535e-03  1.529e-03  1.032e-01  2.374e-06  2.366e-06  2.370e-06  3.703e-03  6.128e-03 
 3.970e-09  9.666e-01 -3.423e-08 -2.553e-07  1.880e+00 -4.322e-01  1.125e+01  1.542e+01 -3.179e-08  4.356e-08 -2.552e-14  1.554e-03  1.548e-03  1.032e-01  2.345e-06  2.338e-06  2.342e-06  3.718e-03  6.211e-03 
 3.990e-09  9.717e-01 -3.908e-08 -2.663e-07  1.880e+00  3.917e+00  2.216e+01  5.532e+00 -6.260e-08  1.563e-08 -1.189e-13  1.574e-03  1.567e-03  1.032e-01  2.317e-06  2.310e-06  2.313e-06  3.734e-03  6.293e-03 
 4.010e-09  9.768e-01 -4.409e-08 -2.774e-07  1.880e+00 -3.488e-01  1.130e+01  1.964e+00 -3.191e-08  5.547e-09 -6.307e-14  1.593e-03  1.587e-03  1.032e-01  2.288e-06  2.282e-06  2.285e-06  3.749e-03  6.376e-03 
 4.030e-09  9.819e-01 -4.921e-08 -2.885e-07  1.880e+00 -3.266e-01  1.098e+01  2.005e+00 -3.102e-08  5.662e-09 -6.129e-14  1.614e-03  1.607e-03  1.032e-01  2.259e-06  2.254e-06  2.256e-06  3.765e-03  6.459e-03 
 4.050e-09  9.869e-01 -5.445e-08 -2.996e-07  1.880e+00  1.347e+00  1.213e+01  1.488e+01 -3.426e-08  4.203e-08 -2.981e-14  1.634e-03  1.627e-03  1.032e-01  2.230e-06  2.225e-06  2.228e-06  3.780e-03  6.543e-03 
 4.070e-09  9.920e-01 -5.980e-08 -3.109e-07  1.880e+00 -2.148e-01  9.275e+00  1.503e+01 -2.620e-08  4.245e-08 -1.173e-14  1.655e-03  1.648e-03  1.032e-01  2.202e-06  2.197e-06  2.199e-06  3.795e-03  6.626e-03 
 4.090e-09  9.971e-01 -6.526e-08 -3.224e-07  1.880e+00 -1.808e-01  9.210e+00  1.489e+01 -2.601e-08  4.206e-08 -1.182e-14  1.677e-03  1.669e-03  1.032e-01  2.173e-06  2.169e-06  2.171e-06  3.810e-03  6.710e-03 
 4.110e-09  1.002e+00 -7.079e-08 -3.340e-07  1.880e+00 -1.181e-01 -1.034e+00  1.472e+01  2.920e-09  4.158e-08  5.270e-14  1.698e-03  1.691e-03  1.032e-01  2.145e-06  2.141e-06  2.143e-06  3.825e-03  6.794e-03 
 4.130e-09  1.007e+00 -7.631e-08 -3.457e-07  1.880e+00 -8.158e-02 -1.115e+00  1.448e+01  3.150e-09  4.089e-08  5.243e-14  1.721e-03  1.713e-03  1.032e-01  2.116e-06  2.113e-06  2.114e-06  3.840e-03  6.878e-03 
 4.150e-09  1.012e+00 -8.182e-08 -3.577e-07  1.880e+00 -4.661e-02 -1.074e+00  1.395e+01  3.035e-09  3.940e-08  5.057e-14  1.743e-03  1.736e-03  1.032e-01  2.089e-06  2.085e-06  2.087e-06  3.855e-03  6.962e-03 
 4.170e-09  1.017e+00 -8.732e-08 -3.698e-07  1.880e+00 -1.284e-02 -1.031e+00  1.374e+01  2.913e-09  3.882e-08  4.967e-14  1.766e-03  1.759e-03  1.032e-01  2.062e-06  2.058e-06  2.059e-06  3.869e-03  7.046e-03 
 4.190e-09  1.022e+00 -9.282e-08 -3.820e-07  1.880e+00  2.038e-02 -8.918e-01  1.370e+01  2.519e-09  3.870e-08  4.876e-14  1.789e-03  1.782e-03  1.032e-01  2.035e-06  2.031e-06  2.033e-06  3.884e-03  7.131e-03 
 4.210e-09  1.028e+00 -9.835e-08 -3.944e-07  1.880e+00  1.798e-02  1.150e+01  1.702e+00 -3.248e-08  4.808e-09 -7.305e-14  1.813e-03  1.805e-03  1.032e-01  2.009e-06  2.004e-06  2.006e-06  3.899e-03  7.216e-03 
 4.230e-09  1.033e+00 -1.040e-07 -4.069e-07  1.880e+00  1.769e-02  1.082e+01  1.833e+00 -3.055e-08  5.176e-09 -6.821e-14  1.837e-03  1.829e-03  1.032e-01  1.983e-06  1.978e-06  1.981e-06  3.913e-03  7.300e-03 
 4.250e-09  1.038e+00 -1.098e-07 -4.194e-07  1.880e+00  8.348e-02  1.041e+01  1.604e+00 -2.941e-08  4.530e-09 -6.626e-14  1.861e-03  1.854e-03  1.032e-01  1.959e-06  1.953e-06  1.956e-06  3.928e-03  7.385e-03 
 4.270e-09  1.043e+00 -1.157e-07 -4.319e-07  1.880e+00  1.092e-01  1.040e+01  1.737e+00 -2.937e-08  4.906e-09 -6.573e-14  1.886e-03  1.878e-03  1.032e-01  1.935e-06  1.929e-06  1.932e-06  3.942e-03  7.471e-03 
 4.290e-09  1.048e+00 -1.217e-07 -4.445e-07  1.880e+00  1.402e-01  1.030e+01  1.815e+00 -2.910e-08  5.125e-09 -6.499e-14  1.911e-03  1.903e-03  1.032e-01  1.912e-06  1.905e-06  1.908e-06  3.956e-03  7.556e-03 
 4.310e-09  1.053e+00 -1.279e-07 -4.571e-07  1.880e+00  1.740e-01  9.953e+00  1.963e+00 -2.811e-08  5.543e-09 -6.219e-14  1.937e-03  1.929e-03  1.032e-01  1.890e-06  1.882e-06  1.886e-06  3.971e-03  7.641e-03 
 4.330e-09  1.058e+00 -1.341e-07 -4.698e-07  1.880e+00  1.963e-01  9.788e+00  1.991e+00 -2.765e-08  5.624e-09 -6.116e-14  1.962e-03  1.954e-03  1.032e-01  1.869e-06  1.860e-06  1.864e-06  3.985e-03  7.727e-03 
 4.350e-09  1.063e+00 -1.405e-07 -4.825e-07  1.880e+00  2.538e-01 -3.706e-01  1.111e+00  1.047e-09  3.137e-09  6.607e-15  1.988e-03  1.980e-03  1.032e-01  1.849e-06  1.839e-06  1.844e-06  3.999e-03  7.813e-03 
 4.370e-09  1.068e+00 -1.469e-07 -4.953e-07  1.880e+00  2.779e-01 -5.982e-01  1.747e+00  1.690e-09  4.935e-09  1.049e-14  2.015e-03  2.007e-03  1.032e-01  1.831e-06  1.819e-06  1.825e-06  4.013e-03  7.899e-03 
 4.390e-09  1.073e+00 -1.533e-07 -5.081e-07  1.880e+00  3.050e-01 -4.863e-01  1.688e+00  1.374e-09  4.768e-09  9.511e-15  2.042e-03  2.033e-03  1.032e-01  1.813e-06  1.801e-06  1.807e-06  4.027e-03  7.985e-03 
 4.410e-09  1.078e+00 -1.597e-07 -5.209e-07  1.880e+00  3.285e-01 -8.023e-01  1.828e+00  2.266e-09  5.164e-09  1.225e-14  2.069e-03  2.060e-03  1.032e-01  1.797e-06  1.783e-06  1.790e-06  4.041e-03  8.071e-03 
 4.430e-09  1.083e+00 -1.660e-07 -5.338e-07  1.880e+00  3.532e-01 -1.185e+00  1.705e+00  3.347e-09  4.817e-09  1.452e-14  2.096e-03  2.088e-03  1.032e-01  1.783e-06  1.767e-06  1.775e-06  4.055e-03  8.157e-03 
 4.450e-09  1.088e+00 -1.724e-07 -5.467e-07  1.880e+00  3.780e-01 -1.425e+00  1.624e+00  4.024e-09  4.586e-09  1.593e-14  2.124e-03  2.115e-03  1.032e-01  1.770e-06  1.752e-06  1.761e-06  4.069e-03  8.244e-03 
 4.470e-09  1.094e+00 -1.787e-07 -5.596e-07  1.880e+00  3.987e-01 -1.225e+00  1.551e+00  3.460e-09  4.382e-09  1.425e-14  2.152e-03  2.143e-03  1.032e-01  1.758e-06  1.738e-06  1.748e-06  4.083e-03  8.330e-03 
 4.490e-09  1.099e+00 -1.851e-07 -5.725e-07  1.880e+00 -1.296e+00  2.182e+01  9.385e+00 -6.164e-08  2.651e-08 -1.214e-13  2.180e-03  2.171e-03  1.032e-01  1.748e-06  1.726e-06  1.737e-06  4.096e-03  8.417e-03 
 4.510e-09  1.104e+00 -1.915e-07 -5.855e-07  1.880e+00 -6.657e-01  7.763e+00  1.232e+00 -2.193e-08  3.479e-09 -5.071e-14  2.208e-03  2.200e-03  1.032e-01  1.740e-06  1.716e-06  1.728e-06  4.110e-03  8.504e-03 
 4.530e-09  1.109e+00 -1.979e-07 -5.985e-07  1.880e+00 -6.660e-01  6.625e+00  1.461e+00 -1.871e-08  4.126e-09 -4.182e-14  2.237e-03  2.229e-03  1.032e-01  1.734e-06  1.707e-06  1.720e-06  4.124e-03  8.591e-03 
 4.550e-09  1.114e+00 -2.045e-07 -6.115e-07  1.880e+00 -1.349e+00  3.215e+01  1.134e+01 -9.080e-08  3.204e-08 -1.874e-13  2.266e-03  2.258e-03  1.032e-01  1.729e-06  1.700e-06  1.714e-06  4.137e-03  8.678e-03 
 4.570e-09  1.119e+00 -2.111e-07 -6.245e-07  1.880e+00 -7.151e-01  3.183e+00  9.246e+00 -8.991e-09  2.612e-08  1.178e-14  2.296e-03  2.287e-03  1.032e-01  1.726e-06  1.694e-06  1.710e-06  4.151e-03  8.766e-03 
 4.590e-09  1.124e+00 -2.178e-07 -6.377e-07  1.880e+00 -5.261e-01 -1.532e+00  1.278e+01  4.327e-09  3.608e-08  5.905e-14  2.325e-03  2.317e-03  1.032e-01  1.724e-06  1.690e-06  1.707e-06  4.164e-03  8.853e-03 
 4.610e-09  1.129e+00 -2.244e-07 -6.510e-07  1.880e+00 -4.815e-01 -1.585e+00  1.235e+01  4.478e-09  3.487e-08  5.788e-14  2.355e-03  2.347e-03  1.032e-01  1.725e-06  1.688e-06  1.706e-06  4.178e-03  8.941e-03 
 4.630e-09  1.134e+00 -2.311e-07 -6.644e-07  1.880e+00 -4.492e-01 -1.594e+00  1.230e+01  4.503e-09  3.475e-08  5.795e-14  2.386e-03  2.377e-03  1.032e-01  1.727e-06  1.687e-06  1.707e-06  4.191e-03  9.028e-03 
 4.650e-09  1.139e+00 -2.377e-07 -6.780e-07  1.880e+00 -4.076e-01  5.933e+00  1.159e+01 -1.676e-08  3.273e-08 -1.203e-15  2.416e-03  2.407e-03  1.032e-01  1.731e-06  1.688e-06  1.709e-06  4.205e-03  9.116e-03 
 4.670e-09  1.144e+00 -2.444e-07 -6.918e-07  1.880e+00 -3.798e-01  5.520e+00  1.140e+01 -1.559e-08  3.220e-08  1.141e-15  2.447e-03  2.438e-03  1.033e-01  1.737e-06  1.691e-06  1.714e-06  4.218e-03  9.204e-03 
 4.690e-09  1.149e+00 -2.511e-07 -7.058e-07  1.880e+00 -3.483e-01  5.461e+00  1.125e+01 -1.542e-08  3.176e-08  9.811e-16  2.478e-03  2.469e-03  1.033e-01  1.745e-06  1.695e-06  1.720e-06  4.231e-03  9.292e-03 
 4.710e-09  1.154e+00 -2.579e-07 -7.198e-07  1.880e+00 -3.046e-01  5.378e+00  1.136e+01 -1.519e-08  3.209e-08  2.035e-15  2.509e-03  2.500e-03  1.033e-01  1.754e-06  1.702e-06  1.728e-06  4.244e-03  9.380e-03 
 4.730e-09  1.160e+00 -2.647e-07 -7.340e-07  1.880e+00 -2.808e-01  5.300e+00  1.119e+01 -1.497e-08  3.161e-08  1.871e-15  2.541e-03  2.532e-03  1.033e-01  1.765e-06  1.709e-06  1.737e-06  4.257e-03  9.469e-03 
 4.750e-09  1.165e+00 -2.716e-07 -7.483e-07  1.880e+00 -2.584e-01  5.348e+00  1.089e+01 -1.511e-08  3.075e-08  1.767e-16  2.573e-03  2.563e-03  1.033e-01  1.778e-06  1.719e-06  1.748e-06  4.270e-03  9.557e-03 
 4.770e-09  1.170e+00 -2.785e-07 -7.628e-07  1.880e+00 -2.554e-01  5.295e+00  1.093e+01 -1.495e-08  3.089e-08  6.996e-16  2.605e-03  2.595e-03  1.033e-01  1.792e-06  1.730e-06  1.761e-06  4.283e-03  9.646e-03 
 4.790e-09  1.175e+00 -2.855e-07 -7.774e-07  1.880e+00 -1.840e-01  7.035e+00  9.227e+00 -1.987e-08  2.606e-08 -2.008e-14  2.637e-03  2.628e-03  1.033e-01  1.808e-06  1.743e-06  1.775e-06  4.296e-03  9.734e-03 
 4.810e-09  1.180e+00 -2.926e-07 -7.922e-07  1.880e+00 -1.533e-01 -1.736e+00  9.956e+00  4.903e-09  2.812e-08  5.357e-14  2.669e-03  2.660e-03  1.033e-01  1.826e-06  1.757e-06  1.791e-06  4.309e-03  9.823e-03 
 4.830e-09  1.185e+00 -2.996e-07 -8.070e-07  1.880e+00 -2.331e-01 -2.045e+00  1.168e+01  5.775e-09  3.299e-08  6.287e-14  2.702e-03  2.693e-03  1.033e-01  1.845e-06  1.773e-06  1.808e-06  4.321e-03  9.912e-03 
 4.850e-09  1.190e+00 -3.066e-07 -8.220e-07  1.880e+00 -1.084e-01 -1.549e+00  9.678e+00  4.375e-09  2.734e-08  5.116e-14  2.735e-03  2.726e-03  1.033e-01  1.865e-06  1.790e-06  1.827e-06  4.334e-03  1.000e-02 
 4.870e-09  1.195e+00 -3.136e-07 -8.371e-07  1.880e+00 -8.754e-02 -1.605e+00  9.758e+00  4.535e-09  2.756e-08  5.196e-14  2.768e-03  2.759e-03  1.033e-01  1.887e-06  1.809e-06  1.847e-06  4.347e-03  1.009e-02 
 4.890e-09  1.200e+00 -3.206e-07 -8.523e-07  1.880e+00 -5.039e-02 -1.566e+00  9.558e+00  4.423e-09  2.700e-08  5.100e-14  2.802e-03  2.792e-03  1.033e-01  1.910e-06  1.829e-06  1.869e-06  4.359e-03  1.018e-02 
 4.910e-09  1.205e+00 -3.276e-07 -8.677e-07  1.880e+00 -1.331e-02 -1.639e+00  9.359e+00  4.628e-09  2.643e-08  5.080e-14  2.836e-03  2.826e-03  1.033e-01  1.934e-06  1.850e-06  1.892e-06  4.372e-03  1.027e-02 
 4.930e-09  1.210e+00 -3.346e-07 -8.831e-07  1.880e+00 -7.350e-03 -1.622e+00  9.132e+00  4.581e-09  2.579e-08  4.981e-14  2.870e-03  2.860e-03  1.033e-01  1.960e-06  1.872e-06  1.916e-06  4.384e-03  1.036e-02 
 4.950e-09  1.215e+00 -3.416e-07 -8.986e-07  1.880e+00  4.889e-02  8.413e+00  9.435e+00 -2.376e-08  2.665e-08 -3.498e-14  2.904e-03  2.894e-03  1.033e-01  1.987e-06  1.896e-06  1.941e-06  4.397e-03  1.045e-02 
 4.970e-09  1.220e+00 -3.487e-07 -9.143e-07  1.880e+00  5.173e-02  4.808e+00  9.560e+00 -1.358e-08  2.700e-08 -3.301e-15  2.938e-03  2.928e-03  1.033e-01  2.014e-06  1.921e-06  1.967e-06  4.409e-03  1.054e-02 
 4.990e-09  1.226e+00 -3.558e-07 -9.301e-07  1.880e+00  7.485e-02  4.879e+00  9.408e+00 -1.378e-08  2.657e-08 -4.560e-15  2.973e-03  2.963e-03  1.033e-01  2.043e-06  1.947e-06  1.994e-06  4.421e-03  1.063e-02 
 5.010e-09  1.231e+00 -3.629e-07 -9.459e-07  1.880e+00  8.534e-02  4.946e+00  9.345e+00 -1.397e-08  2.639e-08 -5.391e-15  3.007e-03  2.998e-03  1.033e-01  2.073e-06  1.974e-06  2.023e-06  4.434e-03  1.072e-02 
 5.030e-09  1.236e+00 -3.701e-07 -9.619e-07  1.880e+00  1.163e-01  4.730e+00  9.251e+00 -1.336e-08  2.613e-08 -3.851e-15  3.043e-03  3.033e-03  1.033e-01  2.104e-06  2.002e-06  2.052e-06  4.446e-03  1.081e-02 
 5.050e-09  1.241e+00 -3.774e-07 -9.780e-07  1.880e+00  2.510e-01 -6.116e-01  1.163e+01  1.727e-09  3.284e-08  5.329e-14  3.078e-03  3.068e-03  1.033e-01  2.135e-06  2.031e-06  2.082e-06  4.458e-03  1.090e-02 
 5.070e-09  1.246e+00 -3.847e-07 -9.942e-07  1.880e+00  1.677e-01  4.578e+00  9.166e+00 -1.293e-08  2.589e-08 -2.966e-15  3.113e-03  3.103e-03  1.033e-01  2.168e-06  2.061e-06  2.113e-06  4.470e-03  1.099e-02 
 5.090e-09  1.251e+00 -3.921e-07 -1.010e-06  1.880e+00  2.011e-01  5.419e+00  4.443e+00 -1.531e-08  1.255e-08 -3.016e-14  3.149e-03  3.139e-03  1.033e-01  2.201e-06  2.091e-06  2.145e-06  4.482e-03  1.108e-02 
 5.110e-09  1.256e+00 -3.995e-07 -1.027e-06  1.880e+00  3.230e-01 -5.298e+00  3.162e+00  1.496e-08  8.930e-09  6.078e-14  3.185e-03  3.175e-03  1.033e-01  2.235e-06  2.123e-06  2.178e-06  4.494e-03  1.117e-02 
 5.130e-09  1.261e+00 -4.069e-07 -1.043e-06  1.880e+00  1.652e-01  4.742e+00  7.970e+00 -1.339e-08  2.251e-08 -9.410e-15  3.221e-03  3.211e-03  1.033e-01  2.270e-06  2.155e-06  2.211e-06  4.506e-03  1.126e-02 
 5.150e-09  1.266e+00 -4.144e-07 -1.060e-06  1.880e+00  1.692e-01  4.713e+00  7.899e+00 -1.331e-08  2.231e-08 -9.454e-15  3.257e-03  3.247e-03  1.033e-01  2.305e-06  2.188e-06  2.245e-06  4.518e-03  1.135e-02 
 5.170e-09  1.271e+00 -4.219e-07 -1.076e-06  1.880e+00  1.925e-01  2.384e+00  1.359e+01 -6.735e-09  3.839e-08  3.600e-14  3.293e-03  3.283e-03  1.033e-01  2.341e-06  2.222e-06  2.280e-06  4.530e-03  1.144e-02 
 5.190e-09  1.276e+00 -4.295e-07 -1.093e-06  1.880e+00  1.681e-01  5.027e+00  7.658e+00 -1.420e-08  2.163e-08 -1.329e-14  3.330e-03  3.320e-03  1.033e-01  2.377e-06  2.256e-06  2.316e-06  4.541e-03  1.154e-02 
 5.210e-09  1.281e+00 -4.371e-07 -1.110e-06  1.880e+00  1.645e-01  4.528e+00  9.554e+00 -1.279e-08  2.699e-08 -4.240e-16  3.367e-03  3.357e-03  1.033e-01  2.414e-06  2.291e-06  2.351e-06  4.553e-03  1.163e-02 
 5.230e-09  1.286e+00 -4.448e-07 -1.127e-06  1.880e+00  1.641e-01  4.906e+00  7.769e+00 -1.386e-08  2.194e-08 -1.175e-14  3.404e-03  3.394e-03  1.033e-01  2.452e-06  2.326e-06  2.388e-06  4.565e-03  1.173e-02 
 5.250e-09  1.292e+00 -4.526e-07 -1.143e-06  1.880e+00  1.626e-01  4.815e+00  7.705e+00 -1.360e-08  2.176e-08 -1.115e-14  3.441e-03  3.431e-03  1.033e-01  2.490e-06  2.362e-06  2.425e-06  4.576e-03  1.182e-02 
 5.270e-09  1.297e+00 -4.604e-07 -1.161e-06  1.880e+00  1.610e-01  9.731e+00  7.624e+00 -2.749e-08  2.153e-08 -5.737e-14  3.478e-03  3.468e-03  1.033e-01  2.528e-06  2.398e-06  2.462e-06  4.588e-03  1.191e-02 
